,src,target,model_pred
505,"the immigrant , starring joaquin phoenix , jeremy renner and marion cotillard is now playing at harkins camelview 5 ! httpurl","the immigrant , starring joaquin phoenix , jeremy renner and marion cotillard is now playing at harkins camelview 5 ! httpurl","the immigrant , starring joaquin phoenix , jeremy renner and marion cotillard is now playing at harkins camelview 5 ! httpurl"
506,feelin bad abt the weather coz i cnt wear ma new dress,feeling bad about the weather because i can't wear my new dress,feeling bad about the weather because i can't wear my new dress
507,username pls do it for pitbull,username please do it for pitbull,username please do it for pitbull
508,username please niall can i have one of your team niall jacket please . im really cold haha . follow me if yes please . im begging you,username please niall can i have one of your team niall jacket please . i'm really cold haha . follow me if yes please . i'm begging you,username please niall can i have one of your team niall jacket please . i'm really cold haha . follow me if yes please .
509,"i posted 2 photos on facebook in the album "" dreamland aquapark , umm al quain , uae . "" httpurl","i posted 2 photos on facebook in the album "" dreamland aquapark , umm al quain , uae . "" httpurl","i posted 2 photos on facebook in the album "" dreamland aquapark , umm al quain , uae . "" httpurl"
510,username yesss lord and don't my old sugar mama on the side and thats the notorious mama see,username yes lord and don't my old sugar mama on the side and that's the notorious mama see,username yes lord and don't my old sugar mama on the side and that's the notorious mama see
511,"rt username : username cuz eti how would you say you missed someone in tumbuka "" naku zyewa "" ? ( / \ )","rt username : username because eti how would you say you missed someone in tumbuka "" naku zyewa "" ? ( / \ )","rt username : username because eti how would you say you missed someone in tumbuka "" naku zyewa "" ? ( / \ )"
512,brixham rugby camp 2014 - brixham rfc httpurl,brixham rugby camp 2014 - brixham rfc httpurl,brixham rugby camp 2014 - brixha rfc httpurl
513,this true life im watching make me really not trust niggas at all .,this true life i'm watching make me really not trust niggers at all .,this true life i'm watching make me really not trust niggers at all .
514,rt username : demi lovato on the paul o'grady show - may 28th hashtag httpurl,rt username : demi lovato on the paul o'grady show - may 28th hashtag httpurl,rt username : demi lovato on the paul o'grady show - may 28th hashtag httpurl
515,cassillas stop fuck wid me goaal ute,cassillas stop fuck with me goaal ute,cassillas stop fuck with me goaal ute
516,rt username : capt amrinder singh to me : priyanka too should brought in . . it shldnt be seen as admission of rahul's failure,rt username : capt amrinder singh to me : priyanka too should brought in . . it shouldn't be seen as admission of rahul's failure,rt username : capt amrinder singh to me : priyanka too should brought in . . it shouldn't be seen as admission of rahul's failure
517,me gusta la fabulosa de username * - - - *,me gusta la fabulosa de username * - - - *,me gusta la fabulosa de username * - - - *
518,goodmorning ! ! ! here at username ' s house . . : ) ) ),good morning ! ! ! here at username ' s house . . : ) ) ),good morning ! ! ! here at username's house . . : ) ) )
519,username can you help to confirm the david luiz impending transfer to psg pls ?,username can you help to confirm the david luiz impending transfer to psg please ?,username can you help to confirm the david luiz impending transfer to psg please ?
520,rt username : favourite on the way home from nialls game yesterday . aww love him hashtag hashtag httpurl,rt username : favorite on the way home from nialls game yesterday . aww love him hashtag hashtag httpurl,rt username : favorite on the way home from nialls game yesterday . aww love him hashtag hashtag httpurl
521,username your twitcon ! gorgeous as always ! ! ( y ),username your twitcon ! gorgeous as always ! ! ( y ),username your twitcon ! gorgeous as always ! ! ( y )
522,rt username : [ vid ] 140523 exo the lost planet in seoul - sehun genie httpurl,rt username : [ video ] 140523 exo the lost planet in seoul - sehun genie httpurl,rt username : [ video ] 140523 exo the lost planet in seoul - sehun genie httpurl
523,rt username : looch doesn't have to kill weise next year now . he just got destroyed hashtag,rt username : looch doesn't have to kill weise next year now . he just got destroyed hashtag,rt username : looch doesn't have to kill weise next year now . he just got destroyed hashtag
524,"username ha haa ! you fuckbag . predictable , yet still made me laugh .","username ha haa ! you fucking bag . predictable , yet still made me laugh .","username ha haa ! you fucking bag . predictable , yet still made me laugh ."
525,username baby ava game so strong ur too pretty omg im crying,username baby ava game so strong you're too pretty oh my god i'm crying,username baby ava game so strong you're too pretty oh my god i'm crying
526,i just commented : ibaka dont look hurt in the sneakers app httpurl,i just commented : ibaka don't look hurt in the sneakers app httpurl,i just commented : ibaka don't look hurt in the sneakers app httpurl
527,"neikeiishav : my heart where are u , i can go out now ! / hehe , let's go to the beach . lol , happy me it","neikeiishav : my heart where are you , i can go out now ! / hehe , let's go to the beach . laughing out loud , happy me it","neikeiishav : my heart where are you , i can go out now ! / hehe , let's go to the beach . laughing out loud , happy me it"
528,rt username : and haterz . . . . i love u too . ; ),rt username : and haters . . . . i love you too . ; ),rt username : and haters . . . httpurl i love you too . ; )
529,no u dont cause u will wake up at 9am for sure .,no you don't because you will wake up at 9am for sure .,no you don't because you will wake up at 9am for sure .
530,rt username : lil homies a real g httpurl,rt username : little homies a real g httpurl,rt username : little homies a real g httpurl
531,ooh ikno it is lol,ooh i know it is laughing out loud,ooh i know it is laughing out loud
532,username umm rite by the corner lol theres a bball court . no one is here tho,username umm right by the corner laughing out loud there's a basketball court . no one is here though,username umm right by the corner laughing out loud there's a basketball court . no one is here though
533,username it doesnt have the same meaning as gentille,username it doesn't have the same meaning as gentle,username it doesn't have the same meaning as gentle
534,rt username : ( new pic ) justin bieber instagrams new selfie with usher ! httpurl httpurl,rt username : ( new picture ) justin bieber instagrams new selfie with usher ! httpurl httpurl,rt username : ( new picture ) justin bieber instagrams new selfie with usher ! httpurl httpurd
535,my shooters got guns & they soundin like dog whistles ! ! oxy x l . o . b mafia ft . uptownkye by shizz g httpurl on hashtag,my shooters got guns & they sounding like dog whistles ! ! oxy x l . o . b mafia ft . uptownkye by shizz g httpurl on hashtag,my shooters got guns & they sounding like dog whistles ! ! oxy x l . o . b mafia ft . uptownkye by shizz g httpurl on hashtag
536,rt username : ibalik si axel sa pbb house,rt username : ibalik si axel sa pbb house,rt username : ibalik si axel sa pbb house
